Time,q1,q1_dot,q1_dot_dot,tau1,q2,q2_dot,q2_dot_dot,tau2

0,0,-0.0968657734856853,0,1.53174,0,-0.161442955809475,0,0.44247
0.135135135135135,-0.0130899693899575,-0.0968657734856853,-1.02695629777827e-16,1.53138815184129,-0.0218166156499291,-0.161442955809475,2.05391259555654e-16,0.442198657101639
0.27027027027027,-0.0261799387799149,-0.0968657734856853,1.02695629777827e-16,1.53031092048022,-0.0436332312998582,-0.161442955809475,-4.10782519111308e-16,0.44138856191718
0.405405405405405,-0.0392699081698724,-0.0968657734856853,0,1.52850933342648,-0.0654498469497874,-0.161442955809475,6.16173778666962e-16,0.440040700085555
0.540540540540541,-0.0523598775598299,-0.0968657734856853,-3.08086889333481e-16,1.52598510535164,-0.0872664625997165,-0.161442955809475,-6.16173778666962e-16,0.438156712432792
0.675675675675676,-0.0654498469497874,-0.0968657734856853,0,1.52274063607991,-0.109083078249646,-0.161442955809475,0,0.435738892973559
0.810810810810811,-0.0785398163397448,-0.0968657734856853,7.18869408444789e-16,1.51877900777758,-0.130899693899575,-0.161442955809475,0,0.432790186116892
0.945945945945946,-0.0916297857297023,-0.0968657734856852,-7.18869408444789e-16,1.51410398134459,-0.152716309549504,-0.161442955809475,0,0.429314183079522
1.08108108108108,-0.10471975511966,-0.0968657734856853,7.18869408444789e-16,1.50871999201258,-0.174532925199433,-0.161442955809475,1.43773881688958e-15,0.425315117511163
1.21621621621622,-0.117809724509617,-0.0968657734856852,-1.5404344466674e-15,1.50263214415479,-0.196349540849362,-0.161442955809475,-1.43773881688958e-15,0.420797860337091
1.35135135135135,-0.130899693899575,-0.0968657734856854,1.5404344466674e-15,1.49584620531403,-0.218166156499291,-0.161442955809475,0,0.415767913824301
1.48648648648649,-0.143989663289532,-0.0968657734856852,0,1.48836859945604,-0.23998277214922,-0.161442955809475,1.43773881688958e-15,0.41023140487847
1.62162162162162,-0.15707963267949,-0.0968657734856852,-1.5404344466674e-15,1.48020639945631,-0.261799387799149,-0.161442955809475,-3.08086889333481e-15,0.404195077579884
1.75675675675676,-0.170169602069447,-0.0968657734856854,1.5404344466674e-15,1.47136731882955,-0.283616003449079,-0.161442955809476,3.08086889333481e-15,0.397666284967442
1.89189189189189,-0.183259571459405,-0.0968657734856852,0,1.46185970271183,-0.305432619099008,-0.161442955809475,-3.08086889333481e-15,0.390652980080723
2.02702702702703,-0.196349540849362,-0.0968657734856852,-1.5404344466674e-15,1.45169251810621,-0.327249234748937,-0.161442955809476,3.08086889333481e-15,0.383163706271046
2.16216216216216,-0.20943951023932,-0.0968657734856854,1.5404344466674e-15,1.44087534340381,-0.349065850398866,-0.161442955809475,-3.08086889333481e-15,0.375207586793325
2.2972972972973,-0.222529479629277,-0.0968657734856852,0,1.42941835719287,-0.370882466048795,-0.161442955809476,3.08086889333481e-15,0.366794313691389
2.43243243243243,-0.235619449019234,-0.0968657734856852,0,1.41733232636953,-0.392699081698724,-0.161442955809475,0,0.357934135990322
2.56756756756757,-0.248709418409192,-0.0968657734856852,-1.5404344466674e-15,1.40462859356452,-0.414515697348653,-0.161442955809475,-3.08086889333481e-15,0.348637847210205
2.7027027027027,-0.261799387799149,-0.0968657734856854,0,1.39131906390118,-0.436332312998582,-0.161442955809476,3.08086889333481e-15,0.338916772216457
2.83783783783784,-0.274889357189107,-0.0968657734856854,3.08086889333481e-15,1.37741619110072,-0.458148928648511,-0.161442955809475,-3.08086889333481e-15,0.328782753422822
2.97297297297297,-0.287979326579064,-0.096865773485685,-3.08086889333481e-15,1.36293296295157,-0.479965544298441,-0.161442955809476,3.08086889333481e-15,0.318248136363794
3.10810810810811,-0.301069295969022,-0.0968657734856854,0.716806723794072,1.40226196763085,-0.50178215994837,-0.161442955809475,1.19467787299012,0.331413988365736
3.24324324324324,-0.314159265358979,0,0.702178015145213,1.38505427817001,-0.523598775598299,0,1.17029669190869,0.319600699129682
3.37837837837838,-0.314159265358979,0.0948889209655694,-3.08086889333481e-15,1.33226977288971,-0.523598775598299,0.158148201609282,0,0.296030583070084
3.51351351351351,-0.30133643820147,0.094888920965569,3.08086889333481e-15,1.3475601189852,-0.50222739700245,0.158148201609282,0,0.307100510455277
3.64864864864865,-0.288513611043961,0.0948889209655694,0,1.36232024310455,-0.480856018406601,0.158148201609282,0,0.317811370301267
3.78378378378378,-0.275690783886451,0.0948889209655694,-3.08086889333481e-15,1.37653696124023,-0.459484639810752,0.158148201609282,0,0.328150641286825
3.91891891891892,-0.262867956728942,0.094888920965569,3.08086889333481e-15,1.39019755211767,-0.438113261214903,0.158148201609282,3.08086889333481e-15,0.338106236538255
4.05405405405405,-0.250045129571433,0.0948889209655694,0,1.40328977142879,-0.416741882619054,0.158148201609282,-3.08086889333481e-15,0.34766651776003
4.18918918918919,-0.237222302413923,0.0948889209655694,-1.5404344466674e-15,1.41580186553634,-0.395370504023205,0.158148201609282,0,0.356820308840969
4.32432432432432,-0.224399475256414,0.0948889209655692,1.5404344466674e-15,1.42772258463327,-0.373999125427356,0.158148201609282,0,0.365556908920063
4.45945945945946,-0.211576648098904,0.0948889209655694,-1.5404344466674e-15,1.43904119534165,-0.352627746831507,0.158148201609282,0,0.373866104896664
4.59459459459459,-0.198753820941395,0.0948889209655692,1.5404344466674e-15,1.44974749273667,-0.331256368235658,0.158148201609282,0,0.381738183370413
4.72972972972973,-0.185930993783886,0.0948889209655694,-1.5404344466674e-15,1.45983181178168,-0.30988498963981,0.158148201609282,3.08086889333481e-15,0.389163941996948
