0,-0.021168,6.4122e-17
0.02004,-0.021273,-0.052654
0.04008,-0.02116,-0.10477
0.06012,-0.020825,-0.15583
0.08016,-0.020269,-0.20531
0.1002,-0.019492,-0.25271
0.12024,-0.018497,-0.29754
0.14028,-0.017291,-0.33936
0.16032,-0.015882,-0.37774
0.18036,-0.01428,-0.41229
0.2004,-0.012498,-0.44265
0.22044,-0.01055,-0.46853
0.24048,-0.0084545,-0.48966
0.26052,-0.0062286,-0.50583
0.28056,-0.0038933,-0.51687
0.3006,-0.0014705,-0.52266
0.32064,0.0010166,-0.52316
0.34068,0.0035435,-0.51835
0.36072,0.0060849,-0.50829
0.38076,0.0086149,-0.49308
0.4008,0.011107,-0.47286
0.42084,0.013535,-0.44786
0.44088,0.015871,-0.41831
0.46092,0.018091,-0.38452
0.48096,0.020169,-0.34683
0.501,0.02208,-0.30563
0.52104,0.023802,-0.26132
0.54108,0.025312,-0.21437
0.56112,0.026591,-0.16525
0.58116,0.027621,-0.11444
0.6012,0.028387,-0.062483
0.62124,0.028874,-0.0098888
0.64128,0.029072,0.042806
0.66132,0.028974,0.095067
0.68136,0.028574,0.14636
0.7014,0.02787,0.19618
0.72144,0.026864,0.244
0.74148,0.02556,0.28935
0.76152,0.023965,0.33177
0.78156,0.02209,0.37082
0.8016,0.019948,0.40612
0.82164,0.017557,0.43729
0.84168,0.014936,0.46404
0.86172,0.012107,0.48607
0.88176,0.0090963,0.50318
0.9018,0.0059301,0.51519
0.92184,0.0026385,0.52198
0.94188,-0.00074694,0.52347
0.96192,-0.0041932,0.51966
0.98196,-0.0076659,0.51058
1.002,-0.01113,0.49632
1.022,-0.014548,0.47703
1.0421,-0.017886,0.4529
1.0621,-0.021106,0.42418
1.0822,-0.024173,0.39116
1.1022,-0.027052,0.35418
1.1222,-0.029709,0.3136
1.1423,-0.032113,0.26985
1.1623,-0.034234,0.22336
1.1824,-0.036044,0.1746
1.2024,-0.037517,0.12407
1.2224,-0.038632,0.07229
1.2425,-0.03937,0.019774
1.2625,-0.039716,-0.032943
1.2826,-0.039659,-0.085326
1.3026,-0.03919,-0.13684
1.3226,-0.038306,-0.18697
1.3427,-0.037008,-0.23521
1.3627,-0.035301,-0.28106
1.3828,-0.033195,-0.32406
1.4028,-0.030702,-0.36377
1.4228,-0.027842,-0.3998
1.4429,-0.024635,-0.43178
1.4629,-0.021109,-0.45937
1.483,-0.017294,-0.48231
1.503,-0.013222,-0.50036
1.523,-0.0089312,-0.51334
1.5431,-0.0044611,-0.52111
1.5631,0.00014559,-0.5236
1.5832,0.0048441,-0.52078
1.6032,0.0095875,-0.51268
1.6232,0.014328,-0.49938
1.6433,0.019016,-0.48102
1.6633,0.023602,-0.45778
1.6834,0.028037,-0.4299
1.7034,0.032272,-0.39767
1.7234,0.036259,-0.3614
1.7435,0.039952,-0.32146
1.7635,0.043306,-0.27827
1.7836,0.04628,-0.23226
1.8036,0.048836,-0.18389
1.8236,0.050938,-0.13366
1.8437,0.052557,-0.082072
1.8637,0.053664,-0.029652
1.8838,0.054239,0.023068
