Time,q1,q1_dot,q1_dot_dot,tau1,q2,q2_dot,q2_dot_dot,tau2

0,-0.021168,-0.0174650000000002,6.03135755555554,1,6.4122e-17,-8.75811533333334,14.8847264444461,0.698510107955784
0.02004,-0.021273,0.0187956666666664,6.14202466666676,1,-0.052654,-8.668628,29.2161173333335,0.838492593744257
0.04008,-0.02116,0.055721666666667,6.11435788888886,1,-0.10477,-8.49298,43.7135088888888,0.976192063148674
0.06012,-0.020825,0.0924813333333335,6.11435788888886,1,-0.15583,-8.23017333333333,57.5468977777778,1
0.08016,-0.020269,0.129241,6.03135755555554,1,-0.20531,-7.8842,71.1036188888878,1
0.1002,-0.019492,0.165501666666667,5.83769011111109,1,-0.25271,-7.45672333333334,83.2770011111131,1
0.12024,-0.018497,0.200598,5.61635588888894,1,-0.29754,-6.95605999999999,95.173715555554,1
0.14028,-0.017291,0.234363666666667,5.33968811111112,1,-0.33936,-6.38387333333334,105.96375888889,1
0.16032,-0.015882,0.266466,4.98001999999995,1,-0.37774,-5.74681666666666,115.923798888888,1
0.18036,-0.01428,0.296406,4.59268511111114,1,-0.41229,-5.04988,123.947164444444,1
0.2004,-0.012498,0.324017333333333,4.08084972222223,1,-0.44265,-4.30470666666667,125,1
0.22044,-0.01055,0.3485515,3.60774782222223,1,-0.46853,-3.51462333333333,125,1
0.24048,-0.0084545,0.370241366666667,3.02674548888888,1,-0.48966,-2.68961,125,1
0.26052,-0.0062286,0.388438233333333,2.42084305555556,1,-0.50583,-1.83632000000001,125,1
0.28056,-0.0038933,0.4029924,1.7789738111111,1,-0.51687,-0.963069999999994,125,1
0.3006,-0.0014705,0.413687633333333,1.10113775555557,1,-0.52266,-0.0831666666666575,125,1
0.32064,0.0010166,0.4203077,0.40116827777776,1,-0.52316,0.80006333333333,125,1
0.34068,0.0035435,0.422719533333333,-0.315401266666651,1,-0.51835,1.67331333333333,125,1
0.36072,0.0060849,0.420823333333333,-1.04857087777777,1,-0.50829,2.52993,125,1
0.38076,0.0086149,0.4145193,-1.77344045555558,1,-0.49308,3.36326,125,1
0.4008,0.011107,0.403857333333333,-2.54534355555556,1,-0.47286,4.15833333333334,125,1
0.42084,0.013535,0.388554666666667,-3.20934622222222,1,-0.44786,4.91514999999999,117.30713777778,1
0.44088,0.015871,0.36926,-3.92868244444444,1,-0.41831,5.62040333333334,107.900433333331,1
0.46092,0.018091,0.345640666666667,-4.6203518888889,1,-0.38452,6.26910333333332,97.1103900000019,1
0.48096,0.020169,0.317863,-5.22902099999994,1,-0.34683,6.85293333333334,86.0436788888889,1
0.501,0.02208,0.286426,-5.8653568888889,1,-0.30563,7.37023,73.0402933333326,1
0.52104,0.023802,0.251163333333334,-6.39102566666673,1,-0.26132,7.80935,60.036907777778,0.896300264806339
0.54108,0.025312,0.212740333333333,-6.88902766666665,1,-0.21437,8.17029333333333,46.7568544444446,0.762243715710345
0.56112,0.026591,0.171323333333333,-7.30402933333334,1,-0.16525,8.45139666666667,31.7337941111111,0.61189613087234
0.58116,0.027621,0.127411333333333,-7.71903099999994,1,-0.11444,8.642181,17.6292707999998,0.469472591626026
0.6012,0.028387,0.0810043333333336,-7.99569877777781,1,-0.062483,8.7481686,2.78327784444456,0.321352192531942
0.62124,0.028874,0.032934,-8.18936622222225,0.914587853605216,-0.0098888,8.76490173333333,-12.0018482,0.174291298042271
0.64128,0.029072,-0.0163006666666668,-8.3553668888889,0.59703127561244,0.042806,8.69274633333333,-26.7814408888891,0.0267504632051076
0.66132,0.028974,-0.0665333333333335,-8.41070044444441,0.303845039507503,0.095067,8.53173566666667,-40.7531636666666,-0.111887356980903
0.68136,0.028574,-0.117098666666667,-8.3553668888889,0.012007630484022,0.14636,8.28672666666667,-55.3335555555555,-0.2552858924585
0.7014,0.02787,-0.167331333333333,-8.24469977777777,-0.238352040224984,0.19618,7.95406,-68.3369411111111,-0.383134377738062
0.72144,0.026864,-0.216898666666667,-8.05103233333332,-0.468541536013383,0.244,7.54321666666667,-81.0636588888885,-0.507404638053311
0.74148,0.02556,-0.265301666666667,-7.74669777777785,-0.671708646477442,0.28935,7.05586,-93.2370411111123,-0.624754972865318
0.76152,0.023965,-0.311875,-7.38702966666656,-0.831203215895947,0.33177,6.49531666666666,-103.750416666666,-0.725283357799359
0.78156,0.02209,-0.356286,-6.88902766666675,-0.974951422882022,0.37082,5.87156666666667,-114.263792222221,-0.823432645324764
0.8016,0.019948,-0.397703,-6.36335888888887,-1,0.40612,5.18461000000001,-122.287157777779,-0.896847962440558
0.82164,0.017557,-0.435959666666667,-5.75468977777777,-1,0.43729,4.44941666666667,-125,-0.916974737818503
0.84168,0.014936,-0.470557,-5.02705352222222,-0.991967428084948,0.46404,3.66432333333333,-125,-0.908234009422755
0.86172,0.012107,-0.500779766666667,-4.30218394444444,-0.932167938044659,0.48607,2.84596333333333,-125,-0.898937516414013
0.88176,0.0090963,-0.5266446,-3.46941393333332,-0.873038979656696,0.50318,1.99766333333335,-125,-0.886996198869387
0.9018,0.0059301,-0.5475028,-2.59625042666667,-0.819524123624039,0.51519,1.12940333333333,-125,-0.873461981286552
0.92184,0.0026385,-0.56311152,-1.68269342444447,-0.772686939428312,0.52198,0.247836666666665,-125,-0.858226152580955
0.94188,-0.00074694,-0.573227913333333,-0.731509604444422,-0.73298854218401,0.52347,-0.633729999999997,-125,-0.841255130504989
0.96192,-0.0041932,-0.577625766666667,0.237934288888892,-0.70091493733037,0.51966,-1.51030666666666,-125,-0.822842879944772
0.98196,-0.0076659,-0.5761953,1.27543845555552,-0.673001557298564,0.51058,-2.37191333333334,-125,-0.802115572231302
1.002,-0.01113,-0.568527333333333,2.21334222222228,-0.655271145524325,0.49632,-3.20857,-125,-0.782027183112023
1.022,-0.014548,-0.555220666666666,3.26467977777772,-0.635551988197993,0.47703,-4.01362333333333,-125,-0.75894720115713
1.0421,-0.017886,-0.535593333333333,4.23301700000001,-0.514075852689917,0.4529,-4.77709333333334,-118.967144444444,-0.677876349684761
1.0621,-0.021106,-0.510144333333333,5.20135422222225,-0.329520877366238,0.42418,-5.49232666666667,-109.560440000001,-0.563350841786362
1.0822,-0.024173,-0.478873666666667,6.14202466666666,-0.129605914746878,0.39116,-6.15100666666667,-99.6003999999997,-0.443455525305777
1.1022,-0.027052,-0.441947666666667,6.99969477777768,0.110207483503035,0.35418,-6.74980666666667,-87.7036855555558,-0.306010052361963
1.1222,-0.029709,-0.399865333333334,7.82969811111127,0.360018019058226,0.3136,-7.27708333333334,-75.8069711111102,-0.169106302742278
1.1423,-0.032113,-0.352793,8.60436788888885,0.639044950690181,0.26985,-7.73283666666666,-62.8035855555562,-0.0227949020557253
1.1623,-0.034234,-0.301063333333333,9.32370411111103,0.942294309952013,0.22336,-8.11041333333333,-48.9701966666668,0.129947676382249
1.1824,-0.036044,-0.245009,9.90470644444456,1,0.1746,-8.40482333333333,-34.5834722222221,0.284636112673436
