Time,q1,q1_dot,q1_dot_dot,tau1,q2,q2_dot,q2_dot_dot,tau2

0,0,0.628318530717959,-0,1.45662266441552,0.1,-0,-3.94784176043574,0.40228380493292
0.00555555555555556,0.0034899496702501,0.627935776045644,-0.137777690500323,1.44979231761417,0.0999390827019096,-0.0219280004909117,-3.9454368419024,0.399608038330278
0.0111111111111111,0.00697564737441253,0.626787978356309,-0.275387520107797,1.44304493141111,0.0997564050259824,-0.0438292850909747,-3.93822501632515,0.396981497029929
0.0166666666666667,0.0104528463267653,0.624876536064633,-0.412661832442216,1.43638911794334,0.0994521895368273,-0.0656771704585381,-3.92621507020258,0.394407910845999
0.0222222222222222,0.0139173100960065,0.622203777968614,-0.549433379899486,1.42983343945391,0.099026806874157,-0.0874450383106904,-3.90942163580402,0.391890949268902
0.0277777777777778,0.017364817766693,0.618772960412285,-0.685535527417073,1.42338639699964,0.0984807753012208,-0.109106367853537,-3.88786517334248,0.389434214526765
0.0333333333333333,0.0207911690817759,0.614588263318361,-0.820802455493155,1.41705641880804,0.0978147600733806,-0.130634768093701,-3.86157194604695,0.387041234663285
0.0388888888888889,0.0241921895599668,0.609654785095649,-0.955069362212144,1.41085184829058,0.0970295726275996,-0.152004009991687,-3.83057398816471,0.384715456651836
0.0444444444444444,0.0275637355816999,0.603978536427418,-1.08817266403044,1.40478093172353,0.0961261695938319,-0.17318805841792,-3.79490906593258,0.382460239566353
0.05,0.0309016994374947,0.597566432948311,-1.21995019507775,1.39885180561176,0.0951056516295154,-0.194161103872547,-3.75462063156454,0.380278847830336
0.0555555555555556,0.0342020143325669,0.59042628681871,-1.35024140473129,1.393072483755,0.0939692620785909,-0.21489759393033,-3.70975777031192,0.378174444565905
0.0611111111111111,0.0374606593415912,0.582566797206817,-1.47888755322191,1.38745084404066,0.0927183854566788,-0.235372264372346,-3.66037514066054,0.376150085065416
0.0666666666666667,0.04067366430758,0.573997539690064,-1.60573190503409,1.38199461499125,0.0913545457642601,-0.255560169966542,-3.60653290773784,0.374208710408597
0.0722222222222222,0.0438371146789077,0.564728954588742,-1.73061991986403,1.37671136209913,0.0898794046299167,-0.27543671485966,-3.54829667001087,0.372353141248472
0.0777777777777778,0.0469471562785891,0.554772334246079,-1.85339944090317,1.37160847398499,0.0882947592858927,-0.294977682543495,-3.48573737936469,0.370586071789574
0.0833333333333333,0.05,0.544139809270265,-1.97392088021787,1.36669314842103,0.0866025403784439,-0.314159265358979,-3.41893125465843,0.368910063982016
0.0888888888888889,0.0529919264233205,0.532844333755168,-2.09203740099923,1.36197237826346,0.0848048096156426,-0.332958093502149,-3.34795968886437,0.367327541954915
0.0944444444444445,0.0559192903470747,0.520899669497767,-2.20760509646113,1.35745293734248,0.0829037572555042,-0.351351263496649,-3.27290914990307,0.365840786712468
0.1,0.0587785252292473,0.508320369231526,-2.32048316516848,1.35314136636157,0.0809016994374948,-0.369316366098091,-3.19387107529563,0.364451931115625
0.105555555555556,0.0615661475325658,0.495121758896127,-2.43053408258211,1.34904395886098,0.0788010753606722,-0.386831513596268,-3.11094176076106,0.363162955171766
0.111111111111111,0.0642787609686539,0.481319918965173,-2.53762376861119,1.34516674730281,0.0766044443118978,-0.403875366481955,-3.02422224289484,0.361975681654128
0.116666666666667,0.0669130606358858,0.46693166485461,-2.64162175096919,1.34151548933787,0.0743144825477394,-0.420427159445815,-2.93381817607139,0.360891772071897
0.122222222222222,0.0694658370458997,0.451974526435731,-2.74240132413427,1.33809565431614,0.0719339800338651,-0.436466726677729,-2.83983970372044,0.359912723010866
0.127777777777778,0.0719339800338651,0.436466726677729,-2.83983970372044,1.33491241010444,0.0694658370458997,-0.451974526435731,-2.74240132413427,0.359039862863401
0.133333333333333,0.0743144825477394,0.420427159445815,-2.93381817607139,1.33197061027577,0.0669130606358858,-0.46693166485461,-2.64162175096919,0.358274348965148
0.138888888888889,0.0766044443118978,0.403875366481955,-3.02422224289484,1.32927478173547,0.0642787609686539,-0.481319918965173,-2.53762376861119,0.357617165154431
0.144444444444444,0.0788010753606722,0.386831513596268,-3.11094176076106,1.32682911284952,0.0615661475325658,-0.495121758896127,-2.43053408258211,0.357069119768652
0.15,0.0809016994374948,0.369316366098091,-3.19387107529563,1.32463744213948,0.0587785252292473,-0.508320369231526,-2.32048316516848,0.356630844090255
0.155555555555556,0.0829037572555042,0.351351263496649,-3.27290914990307,1.32270324760802,0.0559192903470747,-0.520899669497767,-2.20760509646113,0.356302791252896
0.161111111111111,0.0848048096156426,0.332958093502149,-3.34795968886437,1.32102963675709,0.0529919264233205,-0.532844333755168,-2.09203740099923,0.356085235616443
0.166666666666667,0.0866025403784439,0.314159265358979,-3.41893125465843,1.31961933735891,0.05,-0.544139809270265,-1.97392088021787,0.355978272617256
0.172222222222222,0.0882947592858927,0.294977682543495,-3.48573737936469,1.31847468903726,0.0469471562785891,-0.554772334246079,-1.85339944090317,0.355981819098008
0.177777777777778,0.0898794046299167,0.27543671485966,-3.54829667001087,1.31759763571351,0.0438371146789077,-0.564728954588742,-1.73061991986403,0.356095614118921
0.183333333333333,0.0913545457642601,0.255560169966542,-3.60653290773784,1.31698971896813,0.04067366430758,-0.573997539690064,-1.60573190503409,0.356319220249932
0.188888888888889,0.0927183854566788,0.235372264372346,-3.66037514066054,1.31665207236432,0.0374606593415912,-0.582566797206817,-1.47888755322191,0.356652025340831
0.194444444444444,0.0939692620785908,0.21489759393033,-3.70975777031192,1.316585416776,0.0342020143325669,-0.59042628681871,-1.35024140473129,0.35709324476395
